Vin,Year,Make,Model,Style,Type,Doors,Fuel Type,City Mileage,Highway Mileage,Engine Type,Transmission,Drivetrain,MSRP
2FMDK3KC3BBA29624,2011,Ford,Edge,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,19 miles/gallon,27 miles/gallon,3.5L V6 DOHC 24V,6A,FWD,"$34,525 USD"
1FMSU43P24EC11962,2004,Ford,Excursion,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Diesel,,,6.0L V8 OHV 32V TURBO DIESEL,5A,4WD,"$50,270 USD"
1B4HS28N7YF184402,2000,Dodge,Durango,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,12 - 14 miles/gallon,16 - 18 miles/gallon,4.7L V8 SOHC 16V,4A,4WD,"$28,310 USD"
WBAAF9319MEE71410,1991,BMW,3-Series,SEDAN 2-DR,Coupe,2,Gasoline,22 miles/gallon,27 miles/gallon,1.8L L4 DOHC 16V,5M,RWD,"$21,750 USD"
2D8HN54129R508284,2009,Dodge,Grand Caravan,SPORTS VAN,Minivan,4,Gasoline,16 miles/gallon,23 miles/gallon,,4A,FWD,"$28,575 USD"
1D8HN44H38B195122,2008,Dodge,Grand Caravan,SPORTS VAN,Minivan,4,Gasoline,17 miles/gallon,24 miles/gallon,3.3L V6 OHV 12V,4A,FWD,"$21,930 USD"
2A8HR54P28R630464,2008,Chrysler,Town & Country,SPORTS VAN,Minivan,4,Gasoline,16 miles/gallon,23 miles/gallon,3.8L V6 OHV 12V,6A,FWD,"$28,210 USD"
2G1WD5E3XF1158804,2015,Chevrolet,Impala,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,,,3.6L V6 DOHC 24V,6A,FWD,
3G5DA03EX5S540789,2005,Buick,Rendezvous,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,18 - 19 miles/gallon,26 - 27 miles/gallon,3.4L V6 OHV 12V,4A,FWD,"$26,780 USD"
2G1WD5E36E1147572,2014,Chevrolet,Impala,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,,,3.6L V6 DOHC 16V FFV,6A,FWD,
2G1WD5E32C1323840,2012,Chevrolet,Impala,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,,,3.6L V6 DOHC 16V FFV,6A,FWD,
2G1WF55K459227875,2005,Chevrolet,Impala,SEDAN 4-DR,Sedan/Saloon,4,,21 miles/gallon,32 miles/gallon,3.8L V6 OHV 12V,4A,FWD,"$22,350 USD"
1G1PC5SG6G7190135,2016,Chevrolet,Cruze Limited,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,25 miles/gallon,36 miles/gallon,1.8L L4 DOHC 16V FFV,6A,FWD,"$18,970 USD"
5FNYF18508B042656,2008,Honda,Pilot,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,Gasoline,15 miles/gallon,20 miles/gallon,3.5L V6 SOHC 24V,5A,4WD,"$33,445 USD"
2GNFLEEKXC6165002,2012,Chevrolet,Equinox,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,16 - 20 miles/gallon,23 - 29 miles/gallon,2.4L L4 DOHC 16V,6A,AWD,"$26,720 USD"
5LMFU28547LJ15938,2007,Lincoln,Navigator,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,,,5.4L V8 SOHC 24V,6A,4WD,"$48,750 USD"
3C6TR5EJXGG102436,2016,RAM,2500,CREW CAB PICKUP 4-DR,Pickup,,Gasoline,,,6.4L V8,6A,4WD,"$50,715 USD"
1FDAF57P77EB27792,2007,Ford,F-550,CHASSIS AND CAB,Incomplete - Chassis Cab (Single Cab),,Diesel,,,6.0L V8 OHV 32V TURBO DIESEL,,4WD,
1FTFX1EF1CFB14535,2012,Ford,F-150,EXTENDED CAB PICKUP 4-DR,Pickup,,Gasoline,14 - 15 miles/gallon,19 - 21 miles/gallon,5.0L V8,6A,4WD,"$37,480 USD"
WDBCB20A1DB049311,1983,Mercedes-Benz,300,SEDAN 4-DR,Sedan/Saloon,4,,,,3.0L L5 SOHC 10V TURBO DIESEL,,RWD,
SALWR2EF3GA572251,2016,Land Rover,Range Rover Sport,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,14 miles/gallon,19 miles/gallon,5.0L V8 DOHC 32V SUPERCHARGED,8A,4WD,"$79,950 USD"
3N1CN7AP2EL834805,2014,Nissan,Versa,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,27 miles/gallon,36 miles/gallon,1.6L L4 DOHC 16V,5M,FWD,"$11,990 USD"
1G1AK58F687112625,2008,Chevrolet,Cobalt,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,22 - 24 miles/gallon,31 - 33 miles/gallon,2.2L L4 DOHC 16V,4A,FWD,"$14,225 USD"
WDC0G4KB0GF111697,2016,Mercedes-Benz,GLC-Class,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,Gasoline,21 miles/gallon,28 miles/gallon,2.0L L4 DOHC 16V TURBO,9A,AWD,"$40,950 USD"
1GKKVPED1BJ263937,2011,GMC,Acadia,SPORT UTILITY 4-DR,Wagon,4,Gasoline,16 miles/gallon,23 miles/gallon,3.6L V6 DOHC 24V,6A,AWD,"$36,465 USD"
1FTPX145X8FC25685,2008,Ford,F-150,EXTENDED CAB PICKUP 4-DR,Pickup,,Gasoline,13 miles/gallon,17 miles/gallon,5.4L V8 SOHC 16V,4A,4WD,"$31,000 USD"
3N63M0ZN4GK693655,2016,Chevrolet,City Express,CARGO VAN,Van,,Gasoline,24 miles/gallon,26 miles/gallon,2.0L L4 DOHC 16V,CVT,FWD,"$23,515 USD"
6G1MK5R26CL666372,2012,Chevrolet,Caprice,SEDAN 4-DR,Sedan/Saloon,4,Flexible Fuel Vehicle (FFV),,,6.0L V8 FFV,,FWD,
1FMHK7F87CGA51778,2012,Ford,Explorer,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,18 - 20 miles/gallon,25 - 28 miles/gallon,3.5L V6 DOHC 24V,6A,FWD,"$37,740 USD"
1GCWGFCF1F1223353,2015,Chevrolet,Express,CARGO VAN,Cargo Van,,Gasoline,,,4.8L V8 FFV,6A,RWD,"$29,555 USD"
3GSCL33P28S707348,2008,Saturn,VUE,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,19 miles/gallon,26 miles/gallon,2.4L L4 DOHC 16V,4A,FWD,"$21,250 USD"
SALGV2TF6FA208102,2015,Land Rover,Range Rover,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Flexible Fuel Vehicle (FFV),13 miles/gallon,19 miles/gallon,5.0L V8 DOHC 32V SUPERCHARGED FFV,8A,4WD,"$137,995 USD"
5TDXZ3DC4HS881062,2017,Toyota,Sienna,SPORTS VAN,Wagon,5,Gasoline,19 miles/gallon,27 miles/gallon,3.5L V6 EFI DOHC 24V,8A,FWD,"$36,110 USD"
1G6KD5EY0AU117387,2010,Cadillac,DTS,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,15 miles/gallon,23 miles/gallon,4.6L V8 DOHC 32V,4A,FWD,"$51,525 USD"
WAUENAF48HN066024,2017,Audi,A4,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,,,2.0L L4 DOHC 16V TURBO,8A,AWD,"$43,200 USD"
5FNRL38768B016315,2008,Honda,Odyssey,SPORTS VAN,Minivan,5,Gasoline,17 miles/gallon,25 miles/gallon,3.5L V6 SOHC 24V,5A,FWD,"$33,810 USD"
2G1125S37F9136085,2015,Chevrolet,Impala,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,19 miles/gallon,29 miles/gallon,3.6L V6 DOHC 24V,6A,FWD,"$30,135 USD"
NM0LS7DN6DT176736,2013,Ford,Transit Connect,CARGO VAN,Van,,Gasoline,21 miles/gallon,27 miles/gallon,2.0L L4 DOHC 16V,4A,FWD,"$23,895 USD"
1GCWGFCA7B1128293,2011,Chevrolet,Express,CARGO VAN,Van,4,Gasoline,10 miles/gallon,16 miles/gallon,4.8L V8 OHV 16V FFV,6A,RWD,"$25,980 USD"
1GCWGFBA2D1118114,2013,Chevrolet,Express,CARGO VAN,Cargo Van,3,Gasoline,10 - 11 miles/gallon,15 - 17 miles/gallon,4.8L V8 OHV 16V,6A,RWD,"$27,255 USD"
JN8AZ2NE4H9153289,2017,Infiniti,QX80,SPORT UTILITY 4-DR,Wagon,4,Gasoline,13 miles/gallon,19 miles/gallon,5.6L V8 DOHC 32V,7A,4WD,"$66,950 USD"
4S4BSBHC7F3262694,2015,Subaru,Outback,WAGON 4-DR,Wagon,4,,25 miles/gallon,33 miles/gallon,2.5L H4 DOHC 16V,6A,AWD,"$26,995 USD"
JHLRE48748C049801,2008,Honda,CR-V,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,Gasoline,20 miles/gallon,26 miles/gallon,2.4L L4 DOHC 16V,5A,4WD,"$26,700 USD"
1FTNE2EW5ADA85489,2010,Ford,Econoline,CARGO VAN,Van,,Gasoline,14 - 15 miles/gallon,17 - 19 miles/gallon,4.6L V8 SOHC 16V,4A,RWD,"$26,510 USD"
1G1ZE5ST8GF330188,2016,Chevrolet,Malibu,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,27 miles/gallon,37 miles/gallon,1.5L L4 DOHC 16V,6A,FWD,"$25,020 USD"
1GCNKPEH9EZ403694,2014,Chevrolet,Silverado 1500,REGULAR CAB PICKUP 2-DR,Pickup,2,Gasoline,16 - 17 miles/gallon,22 miles/gallon,4.3L V6,6A,4WD,"$27,530 USD"
JTDKN3DU4B0252572,2011,Toyota,Prius,HATCHBACK 4-DR,Sedan/Saloon,,Gasoline,51 miles/gallon,48 miles/gallon,1.8L L4 DOHC 16V HYBRID,CVT,FWD,"$21,650 USD"
1FTEW1EF3HFC04324,2017,Ford,F-150,CREW CAB PICKUP 4-DR,Pickup,,Gasoline,18 miles/gallon,23 miles/gallon,5.0L V8,6A,4WD,"$45,845 USD"
2C4RVABG1CR321614,2012,Volkswagen,Routan,PASSENGER VAN,Minivan,4,Flexible Fuel Vehicle (FFV),17 miles/gallon,25 miles/gallon,3.6L V6 DOHC 24V,6A,FWD,"$32,010 USD"
1G6KD57Y87U219557,2007,Cadillac,DTS,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,17 miles/gallon,25 miles/gallon,4.6L V8 DOHC 32V,4A,FWD,"$41,525 USD"
1FMCU0GD2KUB29374,2019,Ford,Escape,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,23 miles/gallon,30 miles/gallon,1.5L L4 DOHC 16V,6A,FWD,"$26,500 USD"
1FT7W2B64CEC97209,2012,Ford,F-250 SD,CREW CAB PICKUP 4-DR,Pickup,,Gasoline,,,6.2L V8 OHV 16V,6A,4WD,"$49,870 USD"
3GYFNFEY4AS608220,2010,Cadillac,SRX,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,,,3.0L V6 DOHC 24V,6A,AWD,
JTDKN3DU9C1597866,2012,Toyota,Prius,HATCHBACK 4-DR,Sedan/Saloon,5,Gasoline,51 miles/gallon,48 miles/gallon,1.8L L4 DOHC 16V HYBRID,CVT,FWD,"$24,000 USD"
4S4BP62CX77305047,2007,Subaru,Outback,WAGON 4-DR,Wagon,4,,22 miles/gallon,28 miles/gallon,2.5L H4 SOHC 16V,4A,AWD,"$27,395 USD"
1FTEW1E49KKD75012,2019,Ford,F-150,CREW CAB PICKUP 4-DR,Pickup,,,16 miles/gallon,22 miles/gallon,3.5L V6 TURBO,6A,4WD,"$45,170 USD"
JM1GJ1W5XG1423628,2016,Mazda,Mazda6,HATCHBACK 4-DR,Sedan/Saloon,4,Gasoline,26 miles/gallon,38 miles/gallon,2.5L L4 DOHC 16V,6A,FWD,"$30,195 USD"
JF1GPAD65D2806298,2013,Subaru,Impreza,WAGON 4-DR,Wagon,4,,,,2.0L H4 DOHC 16V,,AWD,
3FA6P0LU9DR283952,2013,Ford,Fusion Hybrid,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,47 miles/gallon,47 miles/gallon,2.0L L4 DOHC 16V HYBRID,CVT,FWD,"$27,200 USD"
WDBJF83J82X067377,2002,Mercedes-Benz,E-Class,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,17 miles/gallon,24 miles/gallon,4.3L V8 SOHC 24V,5A,4WD,"$53,850 USD"
1C4PJMDS6FW674402,2015,Jeep,Cherokee,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,19 - 21 miles/gallon,26 - 27 miles/gallon,3.2L V6 DOHC 24V,9A,4WD,"$30,195 USD"
1HGFA16588L098478,2008,Honda,Civic,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,25 miles/gallon,36 miles/gallon,1.8L L4 SOHC 16V,5A,FWD,"$17,760 USD"
5J6RE3H32BL027818,2011,Honda,CR-V,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,Gasoline,21 miles/gallon,28 miles/gallon,2.4L L4 DOHC 16V,5A,FWD,"$21,695 USD"
1FTNE1EW7DDB37297,2013,Ford,Econoline,CARGO VAN,Van,,Gasoline,12 - 13 miles/gallon,16 - 17 miles/gallon,4.6L V8 SOHC 16V,4A,RWD,"$27,325 USD"
1FMZU74W22ZD00328,2002,Ford,Explorer,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,14 - 15 miles/gallon,19 - 20 miles/gallon,4.6L V8 SOHC 16V,5A,4WD,"$34,510 USD"
2G2WP522651285014,2005,Pontiac,Grand Prix,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,20 miles/gallon,30 miles/gallon,3.8L V6 OHV 12V,4A,FWD,"$23,060 USD"
2HGFB2F54CH584424,2012,Honda,Civic,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,28 miles/gallon,39 miles/gallon,1.8L L4 SOHC 16V,5A,FWD,"$18,655 USD"
3GNBABDB8AS576143,2010,Chevrolet,HHR,EXTENDED SPORTS VAN,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Flexible Fuel Vehicle (FFV),22 miles/gallon,29 - 32 miles/gallon,2.2L L4 DOHC 16V FFV,4A,FWD,"$19,720 USD"
3N63M0YN6FK717499,2015,Chevrolet,City Express,CARGO VAN,Van,,Gasoline,,,2.0L L4 DOHC 16V,CVT,FWD,"$21,955 USD"
WDBSK71F59F151049,2009,Mercedes-Benz,SL-Class,CONVERTIBLE 2-DR,Convertible/Cabriolet,2,Gasoline,13 miles/gallon,21 miles/gallon,5.5L V8 DOHC 32V,7A,RWD,"$98,500 USD"
1GAZGZFG0B1160784,2011,Chevrolet,Express,EXTENDED SPORTS VAN,Van,4,Gasoline,10 miles/gallon,16 miles/gallon,6.0L V8 OHV 16V FFV,6A,RWD,"$34,380 USD"
3GNDA33P27S556961,2007,Chevrolet,HHR,EXTENDED SPORTS VAN,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,22 - 23 miles/gallon,30 miles/gallon,2.4L L4 DOHC 16V,6A,FWD,"$18,805 USD"
1G2WP12K0WF326689,1998,Pontiac,Grand Prix,COUPE 2-DR,Coupe,2,,18 - 19 miles/gallon,27 - 30 miles/gallon,3.8L V6 OHV 12V,4A,FWD,"$20,415 USD"
1FTEW1EF4HFA31686,2017,Ford,F-150,CREW CAB PICKUP 4-DR,Pickup,,Gasoline,18 miles/gallon,23 miles/gallon,5.0L V8,6A,4WD,"$45,845 USD"
2HKYF18606H507881,2006,Honda,Pilot,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,Gasoline,17 miles/gallon,22 miles/gallon,3.5L V6 SOHC 24V,5A,4WD,"$34,645 USD"
5GAEV23D79J129573,2009,Buick,Enclave,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,16 miles/gallon,22 miles/gallon,3.6L V6 DOHC 24V,6A,AWD,"$39,380 USD"
SALSK25488A130469,2008,Land Rover,Range Rover Sport,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,12 miles/gallon,18 miles/gallon,4.4L V8 DOHC 32V,6A,4WD,"$58,225 USD"
2J4FY59T4LJ519942,1990,Jeep,Wrangler,SPORT UTILITY 2-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2,Gasoline,15 miles/gallon,16 miles/gallon,4.2L L6 OHV 12V,3A,4WD,"$16,184 USD"
5NPE34AF0HH460751,2017,Hyundai,Sonata,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,25 miles/gallon,36 miles/gallon,2.4L L4 DOHC 16V,6A,FWD,"$23,400 USD"
1FMYU93146KA99978,2006,Ford,Escape,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,19 miles/gallon,23 miles/gallon,3.0L V6 DOHC 24V,4A,4WD,"$25,140 USD"
5FNYF18456B012654,2006,Honda,Pilot,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,Gasoline,17 miles/gallon,22 miles/gallon,3.5L V6 SOHC 24V,5A,4WD,"$30,745 USD"
4JGDA5HBXCA024947,2012,Mercedes-Benz,M-Class,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,17 miles/gallon,22 miles/gallon,3.5L V6 DOHC 24V,7A,4WD,"$48,990 USD"
1GNEK13V44J169510,2004,Chevrolet,Tahoe,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,14 - 15 miles/gallon,18 - 19 miles/gallon,4.8L V8 OHV 16V,4A,4WD,"$37,550 USD"
5TDZA23C26S402274,2006,Toyota,Sienna,SPORTS VAN,Wagon,5,Gasoline,19 miles/gallon,26 miles/gallon,3.3L V6 DOHC 24V,5A,FWD,"$25,280 USD"
1FTFW1ET9EFB86305,2014,Ford,F-150,CREW CAB PICKUP 4-DR,Pickup,,Gasoline,12 - 15 miles/gallon,16 - 21 miles/gallon,3.5L V6 TURBO,6A,4WD,"$42,260 USD"
3GCUKTE23DG158664,2013,Chevrolet,Silverado 1500,CREW CAB PICKUP 4-DR,Pickup,4,Flexible Fuel Vehicle (FFV),12 - 15 miles/gallon,18 - 21 miles/gallon,6.2L V8 OHV 16V FFV,6A,4WD,"$42,440 USD"
1FAFP55S7YG226543,2000,Ford,Taurus,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,19 - 20 miles/gallon,28 miles/gallon,3.0L V6 DOHC 24V,4A,FWD,"$19,810 USD"
1GNALDEK3EZ134749,2014,Chevrolet,Equinox,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,17 - 22 miles/gallon,24 - 32 miles/gallon,2.4L L4 DOHC 16V FFV,6A,FWD,"$31,570 USD"
1HGCM55475A193289,2005,Honda,Accord,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,26 miles/gallon,34 miles/gallon,2.4L L4 DOHC 16V,5M,FWD,"$19,775 USD"
4T1G11AK9LU917531,2020,Toyota,Camry,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,28 miles/gallon,39 miles/gallon,2.5L L4 DOHC 16V,8A,FWD,"$26,040 USD"
3C4PDDFG0CT298569,2012,Dodge,Journey,SPORT UTILITY 4-DR,Hatchback/Liftback/Notchback,,Flexible Fuel Vehicle (FFV),16 miles/gallon,24 miles/gallon,3.6L V6 DOHC 24V,6A,AWD,"$31,795 USD"
WUARL48H56K900778,2006,Audi,S4,CONVERTIBLE 2-DR,Convertible/Cabriolet,2,Gasoline,15 miles/gallon,21 miles/gallon,4.2L V8 DOHC 40V,6M,AWD,"$54,640 USD"
2C3CA5CV3AH325001,2010,Chrysler,300,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,18 miles/gallon,26 miles/gallon,3.5L V6 SOHC 24V,4A,RWD,"$27,200 USD"
JTEBU4BF1AK078858,2010,Toyota,FJ Cruiser,SPORT UTILITY 4-DR,Wagon,5,Gasoline,17 miles/gallon,21 miles/gallon,4.0L V6 DOHC 24V,5A,4WD,"$25,270 USD"
1C4PJLABXFW560370,2015,Jeep,Cherokee,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,22 miles/gallon,31 miles/gallon,2.4L L4 DOHC 16V,9A,FWD,"$22,995 USD"
1N4AA6AP2HC438678,2017,Nissan,Maxima,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,21 miles/gallon,30 miles/gallon,3.5L V6 DOHC 24V,CVT,FWD,"$32,560 USD"
JF2GPAGC8DH887517,2013,Subaru,XV Crosstrek,SPORT UTILITY 4-DR,Wagon,4,Gasoline,25 miles/gallon,33 miles/gallon,2.0L L4 DOHC 16V,CVT,AWD,"$24,495 USD"
JF2SH6EC9AH702457,2010,Subaru,Forester,SPORT UTILITY 4-DR,Wagon,4,,19 miles/gallon,24 miles/gallon,2.5L H4 SOHC 16V,4A,AWD,"$26,495 USD"
5LMFU275X7LJ20806,2007,Lincoln,Navigator,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,13 miles/gallon,18 miles/gallon,5.4L V8 SOHC 24V,6A,RWD,"$45,850 USD"
KMHCT4AE7HU364101,2017,Hyundai,Accent,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,26 miles/gallon,36 miles/gallon,1.6L L4 DOHC 16V,6A,FWD,"$15,745 USD"
1C4RJFBGXEC408349,2014,Jeep,Grand Cherokee,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,14 - 20 miles/gallon,20 - 28 miles/gallon,3.6L V6 DOHC 24V,5A,4WD,"$37,795 USD"
1FMCU9G90HUC35802,2017,Ford,Escape,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,,,2.0L L4 DOHC 16V,6A,4WD,"$26,850 USD"
1G1PF5S91B7115909,2011,Chevrolet,Cruze,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,24 miles/gallon,36 miles/gallon,1.4L L4 DOHC 16V TURBO,6A,FWD,"$18,425 USD"
JN8AZ08W67W651518,2007,Nissan,Murano,SPORT UTILITY 4-DR,Wagon,4,Gasoline,20 miles/gallon,24 miles/gallon,3.5L V6 DOHC 24V,CVT,4WD,"$29,430 USD"
1FTNF1ETXEKF10283,2014,Ford,F-150,REGULAR CAB PICKUP 2-DR,Pickup,,Gasoline,14 - 16 miles/gallon,19 - 21 miles/gallon,5.0L V8 OHV 16V,6A,4WD,"$29,155 USD"
JNRAS08U95X100571,2005,Infiniti,FX,SPORT UTILITY 4-DR,Wagon,4,Gasoline,17 miles/gallon,23 miles/gallon,3.5L V6 DOHC 24V,5A,RWD,"$34,950 USD"
1FT7W2B64GEC67987,2016,Ford,F-250 SD,CREW CAB PICKUP 4-DR,Pickup,,Gasoline,,,6.2L V8 OHV 16V,6A,4WD,"$55,605 USD"
5NPE24AF3KH767230,2019,Hyundai,Sonata,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,26 miles/gallon,35 miles/gallon,2.4L L4 DOHC 16V,7A,FWD,"$22,300 USD"
1FAHP2D90HG129464,2017,Ford,Taurus,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,18 miles/gallon,27 miles/gallon,2.0L L4 DOHC 16V,6A,FWD,"$27,345 USD"
3KPC24A37KE044143,2019,Hyundai,Accent,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,28 miles/gallon,38 miles/gallon,1.6L L4 DOHC 16V,6A,FWD,"$15,995 USD"
5J8TB3H3XEL015927,2014,Acura,RDX,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,Gasoline,20 miles/gallon,28 miles/gallon,3.5L V6 DOHC 24V,6A,FWD,"$34,520 USD"
5J6RM3H73DL044927,2013,Honda,CR-V,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,Gasoline,23 miles/gallon,31 miles/gallon,2.4L L4 DOHC 16V,5A,FWD,"$27,445 USD"
WA1LGAFE3ED004099,2014,Audi,Q7,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,16 miles/gallon,22 miles/gallon,3.0L V6 DOHC 24V TURBO,8A,AWD,"$47,700 USD"
KM8J33A46HU568655,2017,Hyundai,Tucson,SPORT UTILITY 4-DR,Wagon,4,Gasoline,23 miles/gallon,30 miles/gallon,2.0L L4 DOHC 16V,6A,FWD,"$22,700 USD"
5TFAX5GNXJX123912,2018,Toyota,Tacoma,CREW CAB PICKUP 4-DR,Pickup,4,Gasoline,20 miles/gallon,23 miles/gallon,2.7L L4 DOHC 16V,6A,RWD,"$27,865 USD"
1C4RJFBG1HC835682,2017,Jeep,Grand Cherokee,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,19 miles/gallon,26 miles/gallon,3.6L V6 DOHC 24V,8A,4WD,"$39,895 USD"
5FNYF5H83GB004032,2016,Honda,Pilot,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,Gasoline,19 miles/gallon,27 miles/gallon,3.5L V6 SOHC 24V,6A,FWD,"$35,905 USD"
5FNRL5H68GB136120,2016,Honda,Odyssey,SPORTS VAN,Minivan,5,Gasoline,19 miles/gallon,28 miles/gallon,3.5L V6 SOHC 24V,6A,FWD,"$35,925 USD"
1FMJU2A50EEF02303,2014,Ford,Expedition,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,13 miles/gallon,18 miles/gallon,5.4L V8 SOHC 16V FFV,6A,4WD,"$50,810 USD"
1GCRCPEC2FZ240262,2015,Chevrolet,Silverado 1500,EXTENDED CAB PICKUP 4-DR,Pickup,,Gasoline,18 miles/gallon,24 miles/gallon,5.3L V8 OHV 16V,6A,RWD,"$30,130 USD"
1G11B5SLXFF288076,2015,Chevrolet,Malibu,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,25 miles/gallon,36 miles/gallon,2.5L L4 DOHC 16V,6A,FWD,"$22,340 USD"
WAU3GAFC6CN164504,2012,Audi,A7,HATCHBACK 4-DR,Sedan/Saloon,4,Gasoline,,,3.0L V6 DOHC 24V TURBO DIESEL,8A,AWD,"$59,250 USD"
1GCHTBEA6F1137602,2015,Chevrolet,Colorado,CREW CAB PICKUP 4-DR,Pickup,4,Gasoline,,,2.5L L4 DOHC 16V GAS,6A,4WD,"$29,220 USD"
